id,rollout/opd_reverse_kl,rollout/truncated,rollout/response_lengths,rollout/log_probs,rollout/teacher_log_probs,rollout/ref_log_probs,train/loss,train/pg_loss,train/kl_loss,train/entropy_loss,train/grad_norm,train/lr-pg_0
1,0.138901,0.921875,4012.218750,-0.159529,-0.298430,-0.159529,0.138901,0.138901,0.000000,0.159040,1.035239,0.000002
2,0.141907,0.945312,4041.367188,-0.164173,-0.306080,-0.164218,0.141907,0.141907,0.000643,0.164032,1.038738,0.000002
3,0.143716,0.964844,4083.421875,-0.169220,-0.312936,-0.169339,0.143716,0.143716,0.000730,0.168061,1.044117,0.000002
4,0.137203,0.941406,4046.500000,-0.163755,-0.300958,-0.163904,0.137203,0.137203,0.000807,0.163398,0.990978,0.000002
5,0.135055,0.906250,3982.550781,-0.163470,-0.298525,-0.164173,0.135055,0.135055,0.001232,0.162858,0.917193,0.000002
6,0.126225,0.960938,4078.886719,-0.162581,-0.288806,-0.163892,0.126225,0.126225,0.001873,0.161278,0.797981,0.000002
7,0.127283,0.925781,4041.976562,-0.171484,-0.298767,-0.173294,0.127283,0.127283,0.002416,0.170392,0.837811,0.000002
8,0.132504,0.894531,4011.605469,-0.174127,-0.306632,-0.176441,0.132504,0.132504,0.002896,0.174020,0.816727,0.000002
9,0.132560,0.933594,4034.847656,-0.187641,-0.320201,-0.192365,0.132560,0.132560,0.005383,0.187378,0.754529,0.000002
10,0.126664,0.925781,4053.757812,-0.196640,-0.323304,-0.205579,0.126664,0.126664,0.009520,0.196752,0.750797,0.000002
11,0.132377,0.914062,4036.691406,-0.207516,-0.339894,-0.219334,0.132377,0.132377,0.012570,0.206726,0.751385,0.000002
12,0.126440,0.894531,4013.941406,-0.210529,-0.336970,-0.225090,0.126440,0.126440,0.015086,0.210737,0.728561,0.000002
13,0.126089,0.949219,4033.269531,-0.218251,-0.344340,-0.235522,0.126089,0.126089,0.017790,0.217535,0.723185,0.000002
14,0.123719,0.917969,4001.171875,-0.231659,-0.355378,-0.251620,0.123719,0.123719,0.020463,0.231187,0.729204,0.000002
15,0.119120,0.933594,4031.316406,-0.231211,-0.350331,-0.253205,0.119120,0.119120,0.022478,0.230019,0.656051,0.000002
16,0.124857,0.910156,4008.535156,-0.239853,-0.364710,-0.264590,0.124857,0.124857,0.025020,0.239249,0.887063,0.000002
17,0.112537,0.941406,4018.894531,-0.254362,-0.366898,-0.288152,0.112537,0.112537,0.034034,0.253390,0.663209,0.000002
18,0.116867,0.925781,4034.152344,-0.274920,-0.391787,-0.318568,0.116867,0.116867,0.043858,0.273991,0.613963,0.000002
19,0.115822,0.894531,4002.558594,-0.294205,-0.410027,-0.344166,0.115822,0.115822,0.050202,0.292918,0.610867,0.000002
20,0.118589,0.949219,4054.250000,-0.287729,-0.406319,-0.338282,0.118589,0.118589,0.050800,0.286273,0.598133,0.000002
21,0.111550,0.933594,4021.148438,-0.281247,-0.392797,-0.330725,0.111550,0.111550,0.049695,0.280920,0.520681,0.000002
22,0.120795,0.910156,4020.796875,-0.291319,-0.412114,-0.339867,0.120795,0.120795,0.048813,0.290090,0.512882,0.000002
23,0.124482,0.902344,3979.328125,-0.286311,-0.410792,-0.333886,0.124482,0.124482,0.047465,0.284509,0.673035,0.000002
24,0.116398,0.914062,4004.839844,-0.276842,-0.393240,-0.322231,0.116398,0.116398,0.045325,0.276498,0.477792,0.000002
25,0.102421,0.933594,4057.992188,-0.264089,-0.366510,-0.308203,0.102421,0.102421,0.044635,0.263564,0.451620,0.000002
26,0.119904,0.921875,3998.519531,-0.283361,-0.403265,-0.329473,0.119903,0.119903,0.046663,0.283017,0.498904,0.000002
27,0.115715,0.937500,4042.832031,-0.280856,-0.396570,-0.326947,0.115715,0.115715,0.046788,0.280231,0.458183,0.000002
28,0.116333,0.933594,4037.730469,-0.284016,-0.400348,-0.331143,0.116333,0.116333,0.047633,0.284183,0.442128,0.000002
29,0.114828,0.953125,4042.421875,-0.290323,-0.405152,-0.339171,0.114828,0.114828,0.049070,0.289322,0.433354,0.000002
30,0.116795,0.894531,3999.988281,-0.287218,-0.404013,-0.335637,0.116795,0.116795,0.048659,0.286857,0.466658,0.000002
31,0.107776,0.941406,4057.714844,-0.274629,-0.382405,-0.321808,0.107776,0.107776,0.047719,0.274254,0.411745,0.000002
32,0.112115,0.937500,4038.960938,-0.285644,-0.397759,-0.334949,0.112115,0.112115,0.049733,0.285284,0.428705,0.000002
33,0.110740,0.968750,4046.164062,-0.283281,-0.394021,-0.332754,0.110740,0.110740,0.049994,0.282791,0.451177,0.000002
34,0.112340,0.941406,4054.132812,-0.290813,-0.403153,-0.341695,0.112340,0.112340,0.051117,0.290293,0.444400,0.000002
35,0.116981,0.953125,4056.484375,-0.293449,-0.410429,-0.344395,0.116981,0.116981,0.051094,0.292113,0.434483,0.000002
36,0.114045,0.933594,4056.773438,-0.297446,-0.411491,-0.350733,0.114045,0.114045,0.053338,0.296268,0.447920,0.000002
37,0.122817,0.960938,4074.910156,-0.311471,-0.434288,-0.366931,0.122817,0.122817,0.055790,0.310414,0.423877,0.000002
38,0.113757,0.921875,4013.339844,-0.301544,-0.415301,-0.356033,0.113757,0.113757,0.054825,0.301654,0.419620,0.000002
39,0.110885,0.929688,4013.328125,-0.293472,-0.404357,-0.346911,0.110885,0.110885,0.053660,0.292810,0.649289,0.000002
40,0.110436,0.921875,4011.398438,-0.287013,-0.397448,-0.339293,0.110436,0.110436,0.052708,0.286409,0.418538,0.000002
41,0.115727,0.929688,4033.273438,-0.299463,-0.415190,-0.353617,0.115727,0.115727,0.054568,0.299068,0.427382,0.000002
42,0.114165,0.980469,4087.421875,-0.296305,-0.410470,-0.349735,0.114165,0.114165,0.054118,0.296767,0.438346,0.000002
43,0.118262,0.972656,4076.730469,-0.305541,-0.423803,-0.361908,0.118262,0.118262,0.057072,0.305976,0.418452,0.000002
44,0.118189,0.929688,4015.109375,-0.312143,-0.430332,-0.369857,0.118189,0.118189,0.058380,0.312528,0.455198,0.000002
45,0.108757,0.921875,4020.800781,-0.298972,-0.407729,-0.354836,0.108757,0.108757,0.056213,0.298360,0.413722,0.000002
46,0.108919,0.953125,4062.398438,-0.288876,-0.397795,-0.344100,0.108919,0.108919,0.055602,0.288332,0.428866,0.000002
47,0.104863,0.937500,4031.527344,-0.282959,-0.387823,-0.336840,0.104863,0.104863,0.054231,0.283178,0.386666,0.000002
48,0.112053,0.929688,4037.335938,-0.304189,-0.416242,-0.360656,0.112053,0.112053,0.057104,0.304457,0.426205,0.000002
49,0.107399,0.898438,4014.191406,-0.289624,-0.397022,-0.344560,0.107399,0.107399,0.055403,0.290201,0.416664,0.000002
50,0.109088,0.898438,4051.425781,-0.298651,-0.407740,-0.354500,0.109088,0.109088,0.055886,0.298060,0.395116,0.000002
51,0.107974,0.914062,4037.113281,-0.292917,-0.400892,-0.347846,0.107974,0.107974,0.055188,0.292623,0.405492,0.000002
52,0.105298,0.921875,3978.292969,-0.295714,-0.401012,-0.352520,0.105298,0.105298,0.056764,0.294875,0.407117,0.000002
53,0.117446,0.933594,4032.394531,-0.302914,-0.420360,-0.358470,0.117446,0.117446,0.056078,0.302550,0.390748,0.000002
54,0.110571,0.914062,4030.949219,-0.288501,-0.399071,-0.342987,0.110571,0.110571,0.054702,0.288019,0.387514,0.000002
55,0.109170,0.953125,4031.136719,-0.295504,-0.404674,-0.352339,0.109170,0.109170,0.057066,0.295460,0.401515,0.000002
56,0.108926,0.949219,4058.433594,-0.288308,-0.397234,-0.343421,0.108926,0.108926,0.055303,0.288475,0.406254,0.000002
57,0.107514,0.898438,3988.394531,-0.294578,-0.402092,-0.350865,0.107514,0.107514,0.056640,0.294591,0.406975,0.000002
58,0.112043,0.953125,4058.382812,-0.298324,-0.410368,-0.354557,0.112043,0.112043,0.056485,0.298048,0.381002,0.000002
59,0.115286,0.953125,4061.207031,-0.306029,-0.421315,-0.364790,0.115286,0.115286,0.058919,0.304982,0.407141,0.000002
60,0.118019,0.910156,3978.898438,-0.316581,-0.434600,-0.376425,0.118019,0.118019,0.060272,0.316514,0.458941,0.000002
61,0.115207,0.957031,4037.949219,-0.312913,-0.428120,-0.371954,0.115207,0.115207,0.059344,0.312309,0.421135,0.000002
62,0.112992,0.937500,4038.234375,-0.297749,-0.410741,-0.354457,0.112992,0.112992,0.056793,0.297632,0.397266,0.000002
63,0.112178,0.929688,4001.753906,-0.294307,-0.406485,-0.350596,0.112178,0.112178,0.056569,0.294112,0.405916,0.000002
64,0.112803,0.894531,3946.097656,-0.302154,-0.414957,-0.359750,0.112803,0.112803,0.057521,0.301056,0.436171,0.000002
65,0.114109,0.929688,4037.675781,-0.306853,-0.420962,-0.366069,0.114109,0.114109,0.059552,0.306551,0.392700,0.000002
66,0.110653,0.925781,4007.781250,-0.303756,-0.414408,-0.363206,0.110653,0.110653,0.059585,0.303168,0.439045,0.000002
67,0.115600,0.921875,4032.496094,-0.314319,-0.429919,-0.375525,0.115600,0.115600,0.061522,0.313125,0.415741,0.000002
68,0.104370,0.910156,4023.824219,-0.287489,-0.391859,-0.344684,0.104370,0.104370,0.057373,0.286824,0.399116,0.000002
69,0.105826,0.906250,3926.597656,-0.294554,-0.400379,-0.353125,0.105826,0.105826,0.058895,0.294648,0.411785,0.000002
70,0.112441,0.910156,3987.285156,-0.308428,-0.420869,-0.369021,0.112441,0.112441,0.060973,0.307326,0.437097,0.000002
71,0.115838,0.894531,4010.945312,-0.303383,-0.419221,-0.362206,0.115838,0.115838,0.059278,0.303606,0.424080,0.000002
72,0.107495,0.917969,4004.289062,-0.305662,-0.413157,-0.365890,0.107495,0.107495,0.061066,0.306384,0.395307,0.000002
73,0.114752,0.914062,3997.007812,-0.307270,-0.422022,-0.367272,0.114752,0.114752,0.060393,0.306907,0.401258,0.000002
74,0.107124,0.921875,4050.343750,-0.294421,-0.401545,-0.353157,0.107124,0.107124,0.058901,0.293169,0.403501,0.000002
75,0.102482,0.878906,3985.921875,-0.286495,-0.388977,-0.343611,0.102482,0.102482,0.057801,0.286635,0.433595,0.000002
76,0.104670,0.890625,3966.675781,-0.279701,-0.384371,-0.335446,0.104670,0.104670,0.055998,0.278869,0.453151,0.000002
77,0.106070,0.941406,4005.347656,-0.288846,-0.394916,-0.347080,0.106070,0.106070,0.058596,0.287985,0.397926,0.000002
78,0.108349,0.906250,4020.984375,-0.298828,-0.407177,-0.358904,0.108349,0.108349,0.060584,0.298624,0.415312,0.000002
79,0.109285,0.968750,4053.210938,-0.297592,-0.406877,-0.356728,0.109285,0.109285,0.059159,0.297625,0.395808,0.000002
80,0.111536,0.976562,4064.191406,-0.303756,-0.415292,-0.364054,0.111536,0.111536,0.060616,0.302755,0.409837,0.000002
81,0.107202,0.925781,4006.734375,-0.298902,-0.406104,-0.358456,0.107202,0.107202,0.060354,0.299226,0.398814,0.000002
82,0.107866,0.894531,3975.007812,-0.289333,-0.397199,-0.347389,0.107866,0.107866,0.058336,0.288512,0.395390,0.000002
83,0.107179,0.921875,4030.785156,-0.299130,-0.406310,-0.359820,0.107179,0.107179,0.060933,0.298750,0.393363,0.000002
84,0.110144,0.882812,4003.792969,-0.295305,-0.405449,-0.354854,0.110144,0.110144,0.059937,0.295512,1.247279,0.000002
85,0.106636,0.941406,4032.996094,-0.291301,-0.397937,-0.349449,0.106636,0.106636,0.058381,0.291421,0.387044,0.000002
86,0.111047,0.949219,4041.648438,-0.308521,-0.419568,-0.370541,0.111047,0.111047,0.062332,0.308416,0.387379,0.000002
87,0.109396,0.925781,4023.746094,-0.304249,-0.413645,-0.365834,0.109396,0.109396,0.061562,0.303656,0.432561,0.000002
88,0.103669,0.925781,3997.246094,-0.290988,-0.394657,-0.350435,0.103669,0.103669,0.059526,0.290071,0.467490,0.000002
89,0.110735,0.925781,4030.156250,-0.309982,-0.420717,-0.372517,0.110735,0.110735,0.062752,0.308832,0.386448,0.000002
90,0.115374,0.960938,4064.542969,-0.301557,-0.416932,-0.360984,0.115374,0.115374,0.059489,0.300916,0.403185,0.000002
91,0.110185,0.925781,4019.683594,-0.302514,-0.412699,-0.364666,0.110185,0.110185,0.062054,0.300609,0.404895,0.000002
92,0.104049,0.910156,4010.214844,-0.284952,-0.389000,-0.343681,0.104049,0.104049,0.058908,0.284758,0.386053,0.000002
93,0.102291,0.878906,3974.796875,-0.290829,-0.393121,-0.349388,0.102291,0.102291,0.059408,0.291046,0.373630,0.000002
94,0.111804,0.925781,3988.214844,-0.297943,-0.409747,-0.357940,0.111804,0.111804,0.060567,0.297668,0.442966,0.000002
95,0.107931,0.906250,3979.281250,-0.293989,-0.401920,-0.353645,0.107931,0.107931,0.059736,0.293175,0.401842,0.000002
96,0.106233,0.921875,4011.980469,-0.288338,-0.394571,-0.347618,0.106233,0.106233,0.059499,0.288069,0.464932,0.000002
97,0.111477,0.925781,3985.101562,-0.296240,-0.407717,-0.357410,0.111477,0.111477,0.061323,0.294953,0.442741,0.000002
98,0.110093,0.933594,4036.562500,-0.302047,-0.412139,-0.363739,0.110093,0.110093,0.061987,0.302075,0.387749,0.000002
99,0.113373,0.902344,3960.441406,-0.309092,-0.422465,-0.371869,0.113373,0.113373,0.062816,0.307571,0.447575,0.000002
100,0.116401,0.937500,4055.433594,-0.303509,-0.419910,-0.364773,0.116401,0.116401,0.061923,0.304240,0.423149,0.000002
101,0.111166,0.937500,4032.054688,-0.306019,-0.417185,-0.368690,0.111166,0.111166,0.063234,0.305931,0.502827,0.000002
102,0.109791,0.890625,4012.628906,-0.289111,-0.398902,-0.347858,0.109790,0.109790,0.059255,0.289150,0.394178,0.000002
103,0.112354,0.937500,4032.937500,-0.309919,-0.422272,-0.372463,0.112354,0.112354,0.062872,0.309529,0.486818,0.000002
104,0.108903,0.914062,3998.597656,-0.302869,-0.411771,-0.365670,0.108903,0.108903,0.062998,0.301789,0.400741,0.000002
105,0.106187,0.875000,3966.121094,-0.297026,-0.403213,-0.358958,0.106187,0.106187,0.061991,0.296205,0.398448,0.000002
106,0.107498,0.839844,3881.578125,-0.292024,-0.399521,-0.353036,0.107498,0.107498,0.060907,0.290745,0.404717,0.000002
107,0.112501,0.925781,4055.714844,-0.310213,-0.422714,-0.373507,0.112501,0.112501,0.063390,0.309411,0.391122,0.000002
108,0.100354,0.984375,4087.726562,-0.281086,-0.381440,-0.338821,0.100354,0.100354,0.057840,0.279617,0.386205,0.000002
109,0.111471,0.925781,4033.328125,-0.304604,-0.416075,-0.367711,0.111471,0.111471,0.063201,0.304249,0.404818,0.000002
110,0.103482,0.945312,4032.839844,-0.292089,-0.395571,-0.352605,0.103482,0.103482,0.060894,0.292516,0.379665,0.000002
111,0.114348,0.914062,3991.691406,-0.303339,-0.417687,-0.365427,0.114348,0.114348,0.062252,0.302542,0.416928,0.000002
112,0.112060,0.949219,4056.496094,-0.306310,-0.418370,-0.369831,0.112060,0.112060,0.063763,0.306066,0.662277,0.000002
113,0.109029,0.921875,4034.851562,-0.301790,-0.410819,-0.364597,0.109029,0.109029,0.063152,0.301172,0.406517,0.000002
114,0.102933,0.945312,4059.132812,-0.288103,-0.391036,-0.347721,0.102933,0.102933,0.059867,0.287282,0.436182,0.000002
115,0.105142,0.921875,4036.941406,-0.294316,-0.399458,-0.355304,0.105142,0.105142,0.061253,0.294430,0.382591,0.000002
116,0.107702,0.902344,3991.695312,-0.293947,-0.401649,-0.355450,0.107702,0.107702,0.061845,0.293791,0.409044,0.000002
117,0.109280,0.921875,4027.250000,-0.301990,-0.411270,-0.363945,0.109280,0.109280,0.062257,0.301750,0.377634,0.000002
118,0.106628,0.933594,4047.871094,-0.291038,-0.397666,-0.351119,0.106628,0.106628,0.060448,0.290559,0.394976,0.000002
119,0.110633,0.914062,4040.539062,-0.299262,-0.409895,-0.360689,0.110633,0.110633,0.061599,0.298743,0.416846,0.000002
120,0.106604,0.914062,3994.199219,-0.295019,-0.401623,-0.355726,0.106604,0.106604,0.060790,0.293543,0.443829,0.000002
121,0.101766,0.902344,4008.835938,-0.289079,-0.390845,-0.349513,0.101766,0.101766,0.060800,0.288805,0.380392,0.000002
122,0.113175,0.917969,4022.140625,-0.306311,-0.419486,-0.369428,0.113175,0.113175,0.063029,0.305561,0.393089,0.000002
123,0.106747,0.960938,4074.140625,-0.300506,-0.407254,-0.363240,0.106748,0.106748,0.062877,0.299648,0.405121,0.000002
124,0.104044,0.933594,4056.355469,-0.292856,-0.396900,-0.354526,0.104044,0.104044,0.061803,0.292540,0.380210,0.000002
125,0.109840,0.929688,4017.871094,-0.298494,-0.408334,-0.359794,0.109840,0.109840,0.061552,0.298232,0.377559,0.000002
126,0.104925,0.886719,3965.023438,-0.291813,-0.396738,-0.352388,0.104925,0.104925,0.060868,0.291982,0.367401,0.000002
127,0.109175,0.914062,4038.554688,-0.304520,-0.413694,-0.366576,0.109175,0.109175,0.062732,0.304840,0.397105,0.000002
128,0.108858,0.953125,4065.671875,-0.311007,-0.419865,-0.376173,0.108858,0.108858,0.065108,0.309541,0.395328,0.000002
129,0.103157,0.886719,3981.121094,-0.290253,-0.393410,-0.351308,0.103157,0.103157,0.061063,0.289561,0.375409,0.000002
130,0.106919,0.937500,4016.382812,-0.305252,-0.412171,-0.370412,0.106919,0.106919,0.065363,0.304368,0.402031,0.000002
131,0.105610,0.886719,3970.503906,-0.308983,-0.414593,-0.375416,0.105610,0.105610,0.066651,0.308458,0.378847,0.000002
132,0.104620,0.906250,3974.035156,-0.293141,-0.397761,-0.354638,0.104620,0.104620,0.061467,0.292523,0.399971,0.000002
133,0.108193,0.882812,3982.175781,-0.306968,-0.415161,-0.372215,0.108193,0.108193,0.065415,0.306291,0.442214,0.000002
134,0.110713,0.925781,4035.187500,-0.299079,-0.409792,-0.360622,0.110713,0.110713,0.062360,0.299810,0.398000,0.000002
135,0.101987,0.921875,4046.871094,-0.290103,-0.392091,-0.352374,0.101987,0.101987,0.062244,0.289592,0.378907,0.000002
136,0.111630,0.902344,3981.507812,-0.303045,-0.414675,-0.366999,0.111630,0.111630,0.064327,0.303200,0.427793,0.000002
137,0.112270,0.949219,4060.542969,-0.311887,-0.424156,-0.376736,0.112270,0.112270,0.065280,0.311736,0.396423,0.000002
138,0.107200,0.886719,3997.414062,-0.302781,-0.409981,-0.366705,0.107200,0.107200,0.064316,0.303164,0.394781,0.000002
139,0.108570,0.937500,4047.984375,-0.305044,-0.413614,-0.369053,0.108570,0.108570,0.064201,0.304543,0.407508,0.000002
140,0.108857,0.949219,4074.808594,-0.300996,-0.409853,-0.364085,0.108857,0.108857,0.063464,0.301486,0.401928,0.000002
141,0.101995,0.941406,4071.738281,-0.286128,-0.388124,-0.346025,0.101995,0.101995,0.059988,0.285298,0.404297,0.000002
142,0.108026,0.921875,4020.964844,-0.296079,-0.404106,-0.357890,0.108026,0.108026,0.062097,0.295817,0.396750,0.000002
143,0.105908,0.925781,4027.230469,-0.304776,-0.410685,-0.369303,0.105909,0.105909,0.064547,0.303804,0.405212,0.000002
144,0.101156,0.945312,4009.507812,-0.280922,-0.382078,-0.339279,0.101156,0.101156,0.058823,0.281034,0.386171,0.000002
145,0.107261,0.945312,4054.773438,-0.294559,-0.401820,-0.355937,0.107261,0.107261,0.060934,0.293070,0.400110,0.000002
146,0.108877,0.894531,4016.253906,-0.294648,-0.403525,-0.356533,0.108877,0.108877,0.061597,0.293735,0.388206,0.000002
147,0.110313,0.914062,4004.085938,-0.307924,-0.418236,-0.373065,0.110313,0.110313,0.065172,0.307230,0.409774,0.000002
148,0.106997,0.890625,3974.468750,-0.302268,-0.409266,-0.365730,0.106997,0.106997,0.063678,0.302073,0.406752,0.000002
149,0.106448,0.964844,4082.203125,-0.298703,-0.405151,-0.362198,0.106448,0.106448,0.063552,0.297818,0.385319,0.000002
150,0.100362,0.894531,4001.089844,-0.292751,-0.393114,-0.354525,0.100362,0.100362,0.062069,0.292047,0.368632,0.000002
151,0.106954,0.929688,4023.617188,-0.298182,-0.405137,-0.360775,0.106954,0.106954,0.063015,0.297434,0.412377,0.000002
152,0.102549,0.898438,3979.957031,-0.290464,-0.393013,-0.352564,0.102549,0.102549,0.061870,0.289090,0.397141,0.000002
153,0.110270,0.898438,4029.714844,-0.304894,-0.415163,-0.368557,0.110270,0.110270,0.063816,0.304995,0.840529,0.000002
154,0.106977,0.875000,3973.421875,-0.306795,-0.413772,-0.372141,0.106977,0.106977,0.065297,0.305940,0.394925,0.000002
155,0.112517,0.925781,4024.707031,-0.306385,-0.418902,-0.370160,0.112517,0.112517,0.064240,0.305737,0.644892,0.000002
156,0.107083,0.906250,3985.718750,-0.301192,-0.408275,-0.365118,0.107083,0.107083,0.064160,0.301034,0.403190,0.000002
157,0.107805,0.941406,4039.460938,-0.306562,-0.414367,-0.371372,0.107805,0.107805,0.065325,0.306594,0.474271,0.000002
158,0.105213,0.914062,4023.933594,-0.298262,-0.403475,-0.361315,0.105213,0.105213,0.063126,0.297534,0.382305,0.000002
159,0.103649,0.941406,4032.511719,-0.299612,-0.403260,-0.362803,0.103649,0.103649,0.063923,0.299802,0.380394,0.000002
160,0.106407,0.875000,3984.390625,-0.292603,-0.399010,-0.354539,0.106407,0.106407,0.062491,0.292915,0.381437,0.000002
161,0.109347,0.957031,4066.996094,-0.312772,-0.422119,-0.379315,0.109347,0.109347,0.066798,0.312812,0.396693,0.000002
162,0.109308,0.945312,4047.781250,-0.305845,-0.415153,-0.370201,0.109308,0.109308,0.064669,0.305060,0.409358,0.000002
163,0.107812,0.937500,4066.113281,-0.304753,-0.412565,-0.369752,0.107812,0.107812,0.065478,0.304750,0.393535,0.000002
164,0.102670,0.871094,3869.597656,-0.294623,-0.397293,-0.358391,0.102670,0.102670,0.064454,0.294212,0.413878,0.000002
165,0.109321,0.960938,4060.292969,-0.313410,-0.422732,-0.379276,0.109321,0.109321,0.066631,0.314548,0.457472,0.000002
166,0.102811,0.917969,4035.269531,-0.289506,-0.392317,-0.351208,0.102811,0.102811,0.061671,0.288622,0.398093,0.000002
167,0.104647,0.890625,3998.472656,-0.293578,-0.398225,-0.357432,0.104647,0.104647,0.063791,0.292969,0.412404,0.000002
168,0.109997,0.925781,4046.042969,-0.297870,-0.407867,-0.360450,0.109997,0.109997,0.062956,0.297993,0.406493,0.000002
169,0.113727,0.910156,4006.449219,-0.313090,-0.426818,-0.380370,0.113727,0.113727,0.067324,0.312204,0.406862,0.000002
170,0.105627,0.906250,4002.371094,-0.293785,-0.399412,-0.356719,0.105627,0.105627,0.063037,0.292970,0.413087,0.000002
171,0.106075,0.839844,3870.144531,-0.294202,-0.400277,-0.357864,0.106075,0.106075,0.063672,0.294367,0.409014,0.000002
172,0.106272,0.890625,4029.890625,-0.296251,-0.402523,-0.358571,0.106272,0.106272,0.062650,0.296619,0.402561,0.000002
173,0.107598,0.878906,3955.492188,-0.298450,-0.406049,-0.361201,0.107598,0.107598,0.063517,0.298974,0.400726,0.000002
174,0.101112,0.925781,4006.453125,-0.286960,-0.388072,-0.347560,0.101112,0.101112,0.060899,0.287477,0.402490,0.000002
175,0.106255,0.882812,3958.558594,-0.307019,-0.413274,-0.372710,0.106255,0.106255,0.065962,0.307409,0.387805,0.000002
176,0.100447,0.902344,3990.843750,-0.288964,-0.389412,-0.351300,0.100447,0.100447,0.062841,0.289407,0.374112,0.000002
177,0.104164,0.859375,3950.464844,-0.305838,-0.410002,-0.371925,0.104164,0.104164,0.066376,0.304952,0.492433,0.000002
178,0.103621,0.863281,3974.691406,-0.303760,-0.407381,-0.369534,0.103621,0.103621,0.065796,0.303585,0.395108,0.000002
179,0.115434,0.957031,4043.582031,-0.317456,-0.432890,-0.384967,0.115434,0.115434,0.067575,0.316616,0.921128,0.000002
180,0.107141,0.894531,4026.324219,-0.309566,-0.416708,-0.376166,0.107141,0.107141,0.067242,0.309061,0.389457,0.000002
181,0.104945,0.894531,3985.054688,-0.295017,-0.399963,-0.358824,0.104945,0.104945,0.064212,0.295293,0.381969,0.000002
182,0.107853,0.914062,4025.253906,-0.304829,-0.412682,-0.369995,0.107853,0.107853,0.065555,0.305094,0.423909,0.000002
183,0.110755,0.957031,4061.769531,-0.309559,-0.420314,-0.374965,0.110755,0.110755,0.065565,0.308872,0.395979,0.000002
184,0.101706,0.910156,3997.371094,-0.293297,-0.395003,-0.355990,0.101706,0.101706,0.063117,0.292662,0.417728,0.000002
185,0.109418,0.929688,4045.183594,-0.313961,-0.423379,-0.380568,0.109418,0.109418,0.066972,0.313999,0.402165,0.000002
186,0.097293,0.898438,3985.621094,-0.288586,-0.385880,-0.352122,0.097293,0.097293,0.063455,0.287397,0.395545,0.000002
187,0.103166,0.933594,4025.894531,-0.305731,-0.408897,-0.372772,0.103166,0.103166,0.067380,0.305145,0.415838,0.000002
188,0.103836,0.949219,4056.484375,-0.298461,-0.402297,-0.363116,0.103836,0.103836,0.065229,0.298828,0.378937,0.000002
189,0.104797,0.906250,3991.062500,-0.298080,-0.402877,-0.362217,0.104797,0.104797,0.064400,0.298126,0.400896,0.000002
190,0.101271,0.921875,4058.359375,-0.293550,-0.394821,-0.357997,0.101271,0.101271,0.064210,0.292142,0.380263,0.000002
191,0.108137,0.929688,3983.914062,-0.305135,-0.413272,-0.371431,0.108137,0.108137,0.066546,0.305125,0.393610,0.000002
192,0.105387,0.902344,4018.984375,-0.310182,-0.415570,-0.376941,0.105387,0.105387,0.067229,0.310216,0.381446,0.000002
193,0.107693,0.949219,4052.441406,-0.307558,-0.415251,-0.373366,0.107693,0.107693,0.065958,0.307105,0.428704,0.000002
194,0.104360,0.941406,4037.750000,-0.307019,-0.411378,-0.372963,0.104360,0.104360,0.066359,0.306932,0.393749,0.000002
195,0.109893,0.933594,3998.191406,-0.310372,-0.420264,-0.376968,0.109893,0.109893,0.066796,0.309912,0.432262,0.000002
196,0.109565,0.898438,4019.195312,-0.305887,-0.415452,-0.372175,0.109565,0.109565,0.066310,0.305627,0.483003,0.000002
197,0.101905,0.917969,4002.300781,-0.292342,-0.394248,-0.355479,0.101905,0.101905,0.063191,0.292409,0.397260,0.000002
198,0.099015,0.937500,4045.644531,-0.275866,-0.374881,-0.335056,0.099015,0.099015,0.059563,0.275576,0.388961,0.000002
199,0.102844,0.906250,4005.925781,-0.290902,-0.393745,-0.353996,0.102844,0.102844,0.063410,0.289962,0.404696,0.000002
200,0.104892,0.960938,4064.179688,-0.304064,-0.408956,-0.369427,0.104892,0.104892,0.065610,0.303993,0.396545,0.000002
201,0.111211,0.917969,4037.945312,-0.310403,-0.421613,-0.376257,0.111211,0.111211,0.066303,0.311162,0.398085,0.000002
202,0.107498,0.925781,4004.679688,-0.299702,-0.407200,-0.364705,0.107498,0.107498,0.064966,0.299612,0.392583,0.000002
203,0.106978,0.960938,4080.531250,-0.312563,-0.419541,-0.380363,0.106978,0.106978,0.068331,0.312362,0.417073,0.000002
204,0.106025,0.921875,4015.121094,-0.307829,-0.413854,-0.374977,0.106025,0.106025,0.067553,0.307361,0.369641,0.000002
205,0.107796,0.976562,4079.316406,-0.309416,-0.417212,-0.375564,0.107796,0.107796,0.066539,0.309367,0.388303,0.000002
206,0.100557,0.984375,4085.152344,-0.294506,-0.395063,-0.359468,0.100557,0.100557,0.065273,0.293941,0.380096,0.000002
207,0.114831,0.964844,4070.726562,-0.306552,-0.421383,-0.371822,0.114831,0.114831,0.065604,0.306177,0.406966,0.000002
208,0.107076,0.902344,3994.433594,-0.304262,-0.411338,-0.370952,0.107076,0.107076,0.066329,0.303123,0.427891,0.000002
209,0.100938,0.820312,3952.953125,-0.287930,-0.388868,-0.350954,0.100938,0.100938,0.063130,0.287675,0.369842,0.000002
210,0.104073,0.921875,4022.691406,-0.300907,-0.404980,-0.365796,0.104073,0.104073,0.065418,0.300612,0.411689,0.000002
