id,instant_kl,accum_kl,train_loss,kl_loss,grad_norm,truncated,resp_len
44,0.017613,0.014912,0.014912,0.093940,0.075789,0.902344,3999.238281
45,0.011974,0.009396,0.009396,0.088242,0.057788,0.921875,4044.089844
46,0.014336,0.011841,0.011841,0.084032,0.059131,0.957031,4074.980469
47,0.007408,0.004830,0.004830,0.087017,0.071513,0.945312,4038.585938
48,0.017596,0.015156,0.015156,0.087992,0.076311,0.941406,4046.847656
49,0.010660,0.008037,0.008037,0.087665,0.057833,0.910156,4016.328125
50,0.009725,0.007115,0.007115,0.091953,0.057395,0.937500,4058.519531
51,0.014189,0.011623,0.011623,0.084806,0.051285,0.925781,4055.855469
52,0.012432,0.010036,0.010036,0.083155,0.052038,0.941406,4025.460938
53,0.018880,0.016223,0.016223,0.087459,0.070982,0.929688,4041.355469
54,0.006564,0.003801,0.003801,0.089263,0.097144,0.914062,4035.390625
55,0.008787,0.006261,0.006261,0.084626,0.057402,0.945312,4042.628906
56,0.024829,0.022455,0.022455,0.076314,0.124747,0.937500,4055.738281
57,0.012231,0.009666,0.009666,0.082515,0.048884,0.933594,4027.683594
58,0.005310,0.002709,0.002709,0.093884,0.091527,0.964844,4073.890625
59,0.013598,0.010844,0.010844,0.090410,0.051055,0.964844,4077.300781
60,0.018657,0.016045,0.016045,0.088636,0.073808,0.917969,4008.464844
61,0.012064,0.009578,0.009578,0.090196,0.048325,0.957031,4046.941406
62,0.011553,0.009077,0.009077,0.088569,0.052807,0.937500,4065.445312
63,0.010044,0.007289,0.007289,0.086677,0.048971,0.937500,4025.894531
64,0.014809,0.012426,0.012426,0.082251,0.053493,0.890625,3948.593750
65,0.012950,0.010360,0.010360,0.086157,0.049866,0.937500,4039.394531
66,0.011504,0.009166,0.009166,0.086587,0.046269,0.917969,4017.222656
67,0.015635,0.012932,0.012932,0.090106,0.058761,0.906250,4015.031250
68,0.008420,0.006135,0.006135,0.082367,0.053521,0.906250,4040.082031
69,0.007217,0.004770,0.004770,0.080364,0.062481,0.882812,3938.257812
70,0.022851,0.020468,0.020468,0.079490,0.108403,0.910156,4014.851562
71,0.015941,0.013420,0.013420,0.089200,0.061803,0.906250,4015.761719
72,-0.010562,-0.013178,-0.013178,0.100834,0.244827,0.921875,4011.910156
73,0.021414,0.018863,0.018863,0.085263,0.086170,0.937500,4036.925781
74,0.022793,0.020680,0.020680,0.075732,0.094002,0.929688,4059.187500
75,0.017538,0.015307,0.015307,0.077363,0.059953,0.917969,4005.621094
76,0.011129,0.008748,0.008748,0.087904,0.053624,0.914062,3998.953125
77,0.003391,0.000947,0.000947,0.092125,0.081422,0.937500,4008.617188
78,0.009310,0.007187,0.007187,0.087087,0.049080,0.906250,4040.285156
79,0.011854,0.009603,0.009603,0.085519,0.046703,0.960938,4065.441406
80,0.017185,0.015037,0.015037,0.081920,0.053552,0.953125,4042.996094
81,0.015049,0.012733,0.012733,0.081450,0.056540,0.921875,4036.527344
82,0.013725,0.011213,0.011213,0.081507,0.044722,0.890625,3990.011719
83,0.009955,0.007380,0.007380,0.084829,0.052805,0.925781,4041.398438
84,0.012019,0.009738,0.009738,0.080584,0.045404,0.937500,4053.671875
85,0.009632,0.007248,0.007248,0.080374,0.044597,0.941406,4043.292969
86,0.010968,0.008621,0.008621,0.085685,0.047796,0.945312,4055.265625
87,0.008294,0.005898,0.005898,0.085310,0.049658,0.917969,4026.917969
88,0.013994,0.011614,0.011614,0.080952,0.051417,0.937500,4026.640625
89,0.016356,0.013912,0.013912,0.085618,0.059339,0.949219,4047.789062
90,0.013716,0.011188,0.011188,0.092375,0.051207,0.964844,4078.394531
91,0.001686,-0.000777,-0.000777,0.092398,0.082542,0.941406,4048.000000
92,0.004212,0.001941,0.001941,0.084824,0.060037,0.921875,4025.707031
93,0.010899,0.008841,0.008841,0.079679,0.045412,0.914062,4002.648438
94,0.019740,0.017582,0.017582,0.080945,0.084768,0.945312,3997.949219
95,0.017312,0.015145,0.015145,0.082243,0.060760,0.906250,4001.636719
96,0.007319,0.004963,0.004963,0.084227,0.049863,0.937500,4035.687500
97,0.008699,0.006141,0.006141,0.091242,0.052000,0.921875,4004.453125
98,0.003030,0.000622,0.000622,0.094391,0.076211,0.960938,4063.589844
99,0.011994,0.009658,0.009658,0.086716,0.045796,0.925781,4021.464844
100,0.022401,0.019930,0.019930,0.084795,0.087528,0.945312,4066.507812
101,0.015646,0.013394,0.013394,0.085106,0.055815,0.957031,4051.328125
102,0.007690,0.005241,0.005241,0.086630,0.051564,0.906250,4037.667969
103,0.003133,0.000616,0.000616,0.094785,0.078388,0.945312,4036.328125
104,0.009962,0.007988,0.007988,0.087526,0.054475,0.933594,4014.605469
105,0.014449,0.012220,0.012220,0.083681,0.050086,0.875000,3980.046875
106,0.020629,0.018474,0.018474,0.081402,0.080462,0.871094,3942.324219
107,0.016588,0.014171,0.014171,0.088382,0.058248,0.914062,4040.019531
108,0.000789,-0.001352,-0.001352,0.085558,0.077217,0.988281,4092.718750
109,0.007755,0.005333,0.005333,0.092223,0.052325,0.953125,4051.203125
110,0.007974,0.005648,0.005648,0.085156,0.049842,0.957031,4045.898438
111,0.018162,0.015927,0.015927,0.084807,0.078905,0.945312,4039.175781
112,0.014292,0.011787,0.011787,0.088666,0.104854,0.960938,4061.355469
113,0.004872,0.002612,0.002612,0.090777,0.063218,0.898438,4006.375000
114,0.006468,0.004310,0.004310,0.084204,0.057001,0.953125,4072.187500
115,0.010726,0.008646,0.008646,0.084500,0.045042,0.937500,4042.457031
116,0.015711,0.013455,0.013455,0.084240,0.055483,0.914062,4013.304688
117,0.013145,0.010759,0.010759,0.086824,0.053909,0.945312,4071.707031
118,0.004200,0.001903,0.001903,0.087010,0.064853,0.960938,4051.250000
119,0.009548,0.007365,0.007365,0.092154,0.050176,0.933594,4031.101562
120,0.013439,0.011137,0.011137,0.083953,0.052914,0.937500,4041.460938
121,0.012803,0.010639,0.010639,0.078688,0.047263,0.902344,4029.457031
122,0.011050,0.008629,0.008629,0.091837,0.048616,0.921875,4018.847656
123,0.006498,0.004311,0.004311,0.088421,0.053648,0.964844,4073.296875
124,0.008665,0.006405,0.006405,0.085430,0.048519,0.929688,4054.281250
125,0.013513,0.011450,0.011450,0.083852,0.052877,0.960938,4053.550781
126,0.007347,0.005265,0.005265,0.086522,0.058613,0.890625,3988.792969
127,0.008889,0.006505,0.006505,0.087859,0.044158,0.949219,4053.414062
128,0.012819,0.010695,0.010695,0.086928,0.053840,0.949219,4069.312500
129,0.015995,0.013941,0.013941,0.076856,0.058400,0.894531,3971.492188
130,0.010222,0.007895,0.007895,0.089502,0.047168,0.941406,4044.699219
131,0.003368,0.001205,0.001205,0.088919,0.066987,0.894531,3979.250000
132,0.007042,0.004895,0.004895,0.087766,0.060499,0.917969,4007.289062
133,0.020910,0.018780,0.018780,0.082400,0.120949,0.910156,4012.488281
134,0.012500,0.010095,0.010095,0.091219,0.057611,0.945312,4044.238281
135,0.001006,-0.001204,-0.001204,0.089422,0.089555,0.964844,4067.511719
136,0.006666,0.004470,0.004470,0.093714,0.064052,0.910156,3994.894531
137,0.012720,0.010370,0.010370,0.088822,0.058974,0.953125,4074.363281
138,0.013471,0.011401,0.011401,0.084023,0.055078,0.937500,4046.722656
139,0.010376,0.008106,0.008106,0.087282,0.059795,0.968750,4068.636719
140,0.007843,0.005598,0.005598,0.089037,0.047493,0.960938,4079.191406
141,0.008167,0.005857,0.005857,0.084949,0.043972,0.960938,4069.234375
142,0.007527,0.005418,0.005418,0.088332,0.052490,0.925781,4023.445312
143,0.004544,0.002329,0.002329,0.088878,0.063377,0.910156,4030.183594
144,0.013927,0.012074,0.012074,0.078695,0.064661,0.953125,4024.074219
145,0.017260,0.015326,0.015326,0.080457,0.077994,0.949219,4044.648438
146,0.008223,0.006063,0.006063,0.089660,0.054067,0.906250,4030.187500
147,-0.006542,-0.009098,-0.009098,0.101612,0.153370,0.941406,4021.902344
148,0.014640,0.012532,0.012532,0.085286,0.059855,0.933594,4024.148438
149,0.022991,0.020891,0.020891,0.079541,0.099146,0.992188,4095.000000
150,0.013792,0.011841,0.011841,0.080313,0.065244,0.914062,4028.878906
151,0.007464,0.005262,0.005262,0.091797,0.054258,0.937500,4034.949219
152,0.001386,-0.000635,-0.000635,0.089043,0.071571,0.925781,4020.082031
153,0.001952,-0.000110,-0.000110,0.095773,0.071387,0.945312,4067.167969
154,0.012418,0.010473,0.010473,0.087486,0.070882,0.878906,3970.160156
155,0.018996,0.016839,0.016839,0.089826,0.089237,0.941406,4042.835938
156,0.008476,0.006641,0.006641,0.087033,0.053435,0.906250,3993.019531
157,-0.003289,-0.005548,-0.005548,0.097361,0.091234,0.957031,4050.914062
158,0.002627,0.000454,0.000454,0.093870,0.059534,0.957031,4066.191406
159,0.009848,0.007846,0.007846,0.086690,0.066087,0.949219,4046.300781
160,0.016505,0.014517,0.014517,0.082257,0.069608,0.898438,4016.652344
161,0.016699,0.014702,0.014702,0.086120,0.072665,0.968750,4080.960938
162,0.007214,0.005099,0.005099,0.092951,0.047159,0.945312,4057.480469
163,-0.005778,-0.007640,-0.007640,0.097837,0.107845,0.957031,4076.347656
164,0.004983,0.003040,0.003040,0.089342,0.057471,0.882812,3910.738281
165,0.014427,0.012628,0.012628,0.087628,0.064449,0.949219,4060.687500
166,0.017549,0.015764,0.015764,0.079145,0.074932,0.937500,4048.324219
167,0.012383,0.010460,0.010460,0.083542,0.063190,0.910156,4004.621094
168,-0.002100,-0.004144,-0.004144,0.096625,0.090053,0.949219,4060.457031
169,-0.001810,-0.003990,-0.003990,0.103114,0.093618,0.921875,4020.960938
170,0.010350,0.008500,0.008500,0.087866,0.063817,0.914062,4012.726562
171,0.017848,0.015952,0.015952,0.084555,0.083814,0.882812,3940.289062
172,0.010413,0.008793,0.008793,0.085488,0.095306,0.933594,4052.062500
173,0.009435,0.007560,0.007560,0.089477,0.060563,0.902344,3990.226562
174,0.006345,0.004456,0.004456,0.083807,0.054343,0.937500,4038.691406
175,0.000879,-0.000922,-0.000922,0.091373,0.071159,0.898438,3994.636719
176,0.008626,0.006929,0.006929,0.080774,0.055968,0.894531,3997.890625
177,0.010244,0.008566,0.008566,0.087675,0.060463,0.878906,3989.261719
178,0.006308,0.004729,0.004729,0.085691,0.055439,0.886719,4002.074219
179,0.005081,0.003374,0.003374,0.099023,0.059120,0.941406,4054.210938
180,0.001919,0.000315,0.000315,0.094366,0.055748,0.933594,4058.406250
181,0.007580,0.006026,0.006026,0.089173,0.073077,0.890625,4007.808594
182,0.009213,0.007489,0.007489,0.090806,0.061321,0.929688,4044.718750
183,0.005419,0.003519,0.003519,0.095214,0.055597,0.960938,4054.613281
184,0.001730,0.000184,0.000184,0.087216,0.058978,0.925781,4011.613281
185,0.003487,0.002085,0.002085,0.095614,0.059399,0.929688,4048.914062
186,0.012995,0.011620,0.011620,0.078769,0.080661,0.910156,4010.945312
187,0.008547,0.007245,0.007245,0.089996,0.059295,0.925781,4044.726562
188,0.007473,0.006136,0.006136,0.089087,0.070684,0.960938,4081.175781
189,-0.003144,-0.004459,-0.004459,0.097962,0.098842,0.933594,4010.890625
190,0.000379,-0.000961,-0.000961,0.089156,0.072201,0.953125,4073.839844
191,0.017223,0.015827,0.015827,0.085139,0.103170,0.925781,4008.355469
192,0.012914,0.011554,0.011554,0.086701,0.076331,0.925781,4043.035156
193,0.003844,0.002469,0.002469,0.090571,0.062587,0.964844,4064.062500
194,-0.004579,-0.005968,-0.005968,0.093092,0.127238,0.937500,4034.945312
195,0.010608,0.009242,0.009242,0.091334,0.085811,0.937500,4036.449219
196,0.018835,0.017449,0.017449,0.084658,0.135968,0.917969,4038.140625
197,-0.000597,-0.001915,-0.001915,0.089366,0.081642,0.933594,4032.535156
198,-0.000857,-0.002207,-0.002207,0.087932,0.074268,0.945312,4047.960938
199,0.002299,0.000838,0.000838,0.090405,0.065782,0.921875,4025.800781
200,0.006648,0.005382,0.005382,0.086053,0.057036,0.953125,4045.472656
201,0.014903,0.013606,0.013606,0.088688,0.116478,0.941406,4043.628906
202,0.004171,0.002907,0.002907,0.093037,0.070055,0.910156,3996.785156
203,-0.000773,-0.001936,-0.001936,0.096293,0.105533,0.949219,4071.156250
204,0.001404,0.000215,0.000215,0.090411,0.075887,0.937500,4031.605469
205,0.011840,0.010509,0.010509,0.085545,0.084636,0.972656,4072.992188
206,0.010086,0.008830,0.008830,0.077840,0.080658,0.968750,4072.921875
207,0.009870,0.008356,0.008356,0.094500,0.087171,0.988281,4088.589844
208,-0.005251,-0.006447,-0.006447,0.101461,0.102286,0.929688,4023.203125
209,-0.003296,-0.004480,-0.004480,0.092373,0.099104,0.894531,4017.101562
210,0.002212,0.001055,0.001055,0.088551,0.066296,0.941406,4035.027344
211,0.015456,0.014332,0.014332,0.082559,0.106240,0.914062,4014.250000
212,0.015769,0.014750,0.014750,0.087055,0.127396,0.964844,4072.398438
213,0.004421,0.003364,0.003364,0.097701,0.071570,0.960938,4072.339844
214,0.002132,0.001067,0.001067,0.095830,0.082459,0.914062,4032.890625
215,0.001893,0.000792,0.000792,0.096701,0.065873,0.867188,3978.464844
216,0.003261,0.002012,0.002012,0.086334,0.056465,0.894531,4002.214844
217,0.007831,0.006526,0.006526,0.079442,0.407171,0.941406,4068.511719
218,0.007836,0.006598,0.006598,0.090916,0.076687,0.917969,3982.964844
219,0.000414,-0.000756,-0.000756,0.089598,0.066413,0.902344,4004.500000
220,0.001782,0.000553,0.000553,0.096841,0.059501,0.941406,4058.597656
221,0.006574,0.005389,0.005389,0.093610,0.109659,0.937500,4049.984375
222,0.006767,0.005685,0.005685,0.097335,0.082463,0.949219,4062.453125
223,0.002940,0.002059,0.002059,0.089875,0.068110,0.945312,4044.183594
224,0.003007,0.002026,0.002026,0.092714,0.057993,0.917969,4011.121094
225,0.003933,0.002949,0.002949,0.093277,0.058573,0.906250,4032.058594
226,0.010127,0.009214,0.009214,0.081426,0.083322,0.890625,3964.800781
227,0.001264,0.000387,0.000387,0.085756,0.073666,0.902344,3989.902344
228,0.004384,0.003414,0.003414,0.091637,0.061613,0.917969,4009.132812
229,0.002753,0.001754,0.001754,0.088385,0.059436,0.898438,4032.015625
230,0.002544,0.001625,0.001625,0.084813,0.055874,0.906250,4017.753906
231,0.010701,0.009682,0.009682,0.091613,0.097248,0.945312,4064.429688
232,0.001350,0.000457,0.000457,0.093778,0.056544,0.906250,3997.148438
233,0.001602,0.000616,0.000616,0.090887,0.065723,0.917969,4007.054688
234,-0.000616,-0.001502,-0.001502,0.092802,0.082955,0.921875,4043.601562
235,0.005437,0.004692,0.004692,0.086237,0.057211,0.953125,4058.761719
236,0.013493,0.012533,0.012533,0.086320,0.107531,0.925781,4037.277344
237,0.004409,0.003355,0.003355,0.091774,0.062071,0.878906,3951.132812
238,0.002479,0.001499,0.001499,0.104738,0.068998,0.957031,4050.242188
239,-0.003741,-0.004667,-0.004667,0.102108,0.103051,0.886719,3987.371094
240,0.000323,-0.000581,-0.000581,0.097735,0.069531,0.972656,4082.332031
241,0.008344,0.007479,0.007479,0.087705,0.076329,0.949219,4066.605469
242,0.007554,0.006659,0.006659,0.086942,0.065907,0.988281,4094.406250
243,0.008939,0.008085,0.008085,0.093817,0.105615,0.980469,4084.718750
244,0.001352,0.000476,0.000476,0.098244,0.070604,0.910156,3978.937500
245,-0.002913,-0.003979,-0.003979,0.089578,0.111018,0.953125,4053.144531
246,0.007949,0.006908,0.006908,0.084481,0.089376,0.980469,4079.023438
247,0.008669,0.007723,0.007723,0.085072,0.093822,0.910156,4006.835938
248,-0.000170,-0.001078,-0.001078,0.088342,0.068689,0.937500,4043.683594
249,-0.004372,-0.005232,-0.005232,0.096719,0.110271,0.925781,3973.445312
250,0.005038,0.004206,0.004206,0.087550,0.061234,0.992188,4093.617188
251,0.010182,0.009416,0.009416,0.077885,0.084152,0.906250,4023.453125
252,0.009219,0.008459,0.008459,0.089307,0.088268,0.917969,4019.710938
253,-0.002932,-0.003663,-0.003663,0.089941,0.130604,0.917969,4044.324219
254,0.000273,-0.000454,-0.000454,0.084133,0.071825,0.945312,4032.343750
255,0.009225,0.008298,0.008298,0.092559,0.087417,0.957031,4062.246094
256,0.008367,0.007563,0.007563,0.086512,0.088404,0.968750,4074.929688
257,0.002305,0.001553,0.001553,0.091571,0.063721,0.941406,4027.296875
258,-0.003415,-0.004300,-0.004300,0.099879,0.087240,0.914062,4014.835938
259,-0.003415,-0.004156,-0.004156,0.095150,0.093340,0.964844,4070.953125
260,0.004773,0.004026,0.004026,0.083285,0.061027,0.910156,4044.167969
261,0.012300,0.011674,0.011674,0.082605,0.116679,0.933594,4051.929688
262,0.004855,0.004018,0.004018,0.088347,0.071663,0.953125,4074.949219
263,-0.002179,-0.002891,-0.002891,0.094517,0.120827,0.921875,4009.250000
264,0.002753,0.001993,0.001993,0.100412,0.066816,0.933594,4049.296875
265,0.007519,0.006634,0.006634,0.087917,0.077032,0.925781,4011.019531
266,0.005322,0.004598,0.004598,0.087275,0.071936,0.890625,3992.640625
267,-0.002846,-0.003792,-0.003792,0.099501,0.076622,0.972656,4051.417969
268,-0.002886,-0.003650,-0.003650,0.092356,0.095654,0.921875,4038.097656
269,0.005213,0.004536,0.004536,0.090573,0.069522,0.945312,4039.566406
270,0.010858,0.010190,0.010190,0.085020,0.096801,0.937500,4038.039062
271,0.005161,0.004361,0.004361,0.092369,0.073643,0.937500,4050.675781
272,0.000945,0.000271,0.000271,0.092492,0.070826,0.933594,4059.968750
273,0.002900,0.002154,0.002154,0.094219,0.068914,0.945312,4059.996094
274,0.000925,0.000262,0.000262,0.085877,0.060621,0.941406,4005.621094
275,0.000911,0.000265,0.000265,0.085108,0.059527,0.890625,3960.144531
276,0.007520,0.006811,0.006811,0.096438,0.091948,0.937500,4071.132812
277,0.000521,-0.000008,-0.000008,0.092119,0.083269,0.941406,4030.167969
278,0.003327,0.002780,0.002780,0.087494,0.067260,0.902344,4005.855469
279,0.000753,0.000138,0.000138,0.093843,0.084649,0.882812,3971.367188
280,0.001933,0.001349,0.001349,0.092308,0.068529,0.968750,4074.289062
281,0.006949,0.006240,0.006240,0.085680,0.094385,0.925781,4006.855469
282,0.003609,0.002930,0.002930,0.081672,0.061851,0.957031,4057.554688
283,-0.001905,-0.002531,-0.002531,0.100488,0.088482,0.964844,4076.218750
284,0.004100,0.003584,0.003584,0.087322,0.061289,0.886719,4010.253906
285,0.010067,0.009365,0.009365,0.092949,0.104871,0.992188,4095.523438
286,0.002384,0.001770,0.001770,0.088836,0.070522,0.894531,4003.421875
287,-0.002411,-0.003061,-0.003061,0.102352,0.104443,0.972656,4079.925781
288,0.004825,0.004157,0.004157,0.089674,0.077838,0.937500,4058.617188
289,0.003790,0.003144,0.003144,0.085588,0.059437,0.953125,4067.535156
290,0.008840,0.008242,0.008242,0.087376,0.104948,0.964844,4066.066406
291,0.001426,0.000761,0.000761,0.093635,0.069269,0.929688,4035.433594
292,-0.012920,-0.013472,-0.013472,0.103810,0.240173,0.925781,4014.425781
293,0.010951,0.010477,0.010477,0.088419,0.134155,0.949219,4042.773438
294,0.011614,0.010913,0.010913,0.079160,0.125434,0.972656,4066.179688
295,0.004621,0.004059,0.004059,0.089564,0.080448,0.925781,4025.328125
296,-0.006546,-0.007150,-0.007150,0.094584,0.105889,0.906250,4011.781250
297,-0.007231,-0.007975,-0.007975,0.099743,0.128696,0.933594,4053.925781
298,0.004970,0.004329,0.004329,0.088471,0.071086,0.910156,4032.230469
299,0.009379,0.008838,0.008838,0.082001,0.089965,0.945312,4040.539062
