id,instant_kl,accum_kl,train_loss,kl_loss,grad_norm,truncated,resp_len
87,0.106205,0.106174,0.106174,0.055436,0.119375,0.921875,4005.609375
88,0.104917,0.104917,0.104917,0.054907,0.122048,0.921875,4002.582031
89,0.108177,0.108182,0.108182,0.055978,0.122682,0.933594,4039.058594
90,0.116523,0.116518,0.116518,0.054867,0.127978,0.972656,4081.382812
91,0.109316,0.109304,0.109304,0.056327,0.185431,0.937500,4030.925781
92,0.102617,0.102589,0.102589,0.054407,0.118154,0.910156,3999.976562
93,0.098902,0.098874,0.098874,0.054942,0.116000,0.906250,3997.824219
94,0.108753,0.108760,0.108760,0.054704,0.129688,0.933594,4000.972656
95,0.108095,0.108080,0.108080,0.054416,0.116046,0.914062,3978.335938
96,0.103176,0.103160,0.103160,0.053861,0.125612,0.902344,4001.460938
97,0.110319,0.110337,0.110337,0.055120,0.132696,0.898438,3969.171875
98,0.107180,0.107173,0.107173,0.055792,0.125855,0.917969,4012.250000
99,0.110303,0.110297,0.110297,0.056669,0.146256,0.914062,3992.492188
100,0.114419,0.114410,0.114410,0.055154,0.126567,0.906250,4031.000000
101,0.107364,0.107355,0.107355,0.056906,0.127492,0.949219,4046.375000
102,0.105599,0.105610,0.105610,0.053176,0.125305,0.867188,3983.785156
103,0.110189,0.110166,0.110166,0.057948,0.129797,0.933594,4013.460938
104,0.107781,0.107779,0.107779,0.056874,0.123384,0.921875,4000.640625
105,0.105437,0.105449,0.105449,0.057130,0.126382,0.867188,3978.179688
106,0.106047,0.106047,0.106047,0.055323,0.125815,0.824219,3875.687500
107,0.111150,0.111119,0.111119,0.057541,0.120289,0.937500,4057.148438
108,0.097786,0.097750,0.097750,0.052031,0.113057,0.968750,4080.968750
109,0.107332,0.107319,0.107319,0.057366,0.140706,0.914062,4040.832031
110,0.101999,0.102008,0.102008,0.056668,0.116290,0.925781,4026.378906
111,0.112289,0.112281,0.112281,0.056901,0.126387,0.902344,4014.828125
112,0.110612,0.110614,0.110614,0.058766,0.118410,0.933594,4056.898438
113,0.105436,0.105426,0.105426,0.056649,0.122542,0.882812,4001.390625
114,0.101296,0.101272,0.101272,0.055977,0.114370,0.941406,4061.085938
115,0.101541,0.101517,0.101517,0.056605,0.114191,0.914062,4013.343750
116,0.106724,0.106690,0.106690,0.057438,0.128891,0.902344,3999.281250
117,0.108775,0.108754,0.108754,0.057791,0.121708,0.914062,4044.332031
118,0.104181,0.104174,0.104174,0.056154,0.120214,0.937500,4014.714844
119,0.108980,0.108949,0.108949,0.056308,0.118881,0.937500,4051.218750
120,0.105901,0.105879,0.105879,0.055456,0.128579,0.902344,3980.632812
121,0.101188,0.101166,0.101166,0.055845,0.117005,0.890625,3995.156250
122,0.108803,0.108790,0.108790,0.057503,0.115986,0.914062,4014.390625
123,0.105259,0.105251,0.105251,0.057140,0.119643,0.968750,4071.007812
124,0.101322,0.101312,0.101312,0.057234,0.120048,0.929688,4047.855469
125,0.106896,0.106881,0.106881,0.056614,0.115715,0.933594,4030.273438
126,0.102399,0.102376,0.102376,0.057598,0.112626,0.906250,3971.660156
127,0.106556,0.106555,0.106555,0.059308,0.116655,0.925781,4050.324219
128,0.106166,0.106147,0.106147,0.059427,0.115303,0.933594,4057.488281
129,0.099509,0.099512,0.099512,0.055253,0.113862,0.890625,3979.527344
130,0.104911,0.104896,0.104896,0.059883,0.121328,0.929688,3998.394531
131,0.102230,0.102226,0.102226,0.059986,0.120024,0.886719,3953.910156
132,0.101054,0.101043,0.101043,0.056178,0.118825,0.910156,4011.988281
133,0.107157,0.107130,0.107130,0.060208,0.127396,0.894531,3984.429688
134,0.108306,0.108278,0.108278,0.056655,0.123681,0.929688,4048.847656
135,0.098965,0.098960,0.098960,0.055925,0.114197,0.914062,4032.964844
136,0.111002,0.110980,0.110980,0.058830,0.123878,0.910156,3978.824219
137,0.108800,0.108797,0.108797,0.059492,0.230936,0.949219,4073.832031
138,0.104261,0.104273,0.104273,0.058026,0.116492,0.933594,4033.898438
139,0.105685,0.105671,0.105671,0.058613,0.115418,0.933594,4047.703125
140,0.106359,0.106340,0.106340,0.058499,0.117887,0.945312,4053.867188
141,0.103497,0.103490,0.103490,0.055126,0.165622,0.941406,4056.082031
142,0.105462,0.105461,0.105461,0.057640,0.120763,0.933594,4025.687500
143,0.101993,0.101987,0.101987,0.059151,0.116112,0.921875,4023.593750
144,0.099475,0.099464,0.099464,0.055932,0.124382,0.914062,3999.210938
145,0.104258,0.104263,0.104263,0.055770,0.143727,0.945312,4047.941406
146,0.105453,0.105429,0.105429,0.057489,0.115118,0.898438,4018.605469
147,0.108079,0.108059,0.108059,0.061553,0.117217,0.925781,4002.082031
148,0.104687,0.104658,0.104658,0.060731,0.123382,0.894531,3980.371094
149,0.104148,0.104140,0.104140,0.059021,0.122947,0.980469,4088.906250
150,0.096613,0.096584,0.096584,0.057771,0.115997,0.910156,4037.886719
151,0.107509,0.107506,0.107506,0.058100,0.128833,0.941406,4030.175781
152,0.100893,0.100878,0.100878,0.057394,0.123522,0.910156,3991.367188
153,0.109815,0.109801,0.109801,0.059030,0.128166,0.949219,4068.925781
154,0.104497,0.104488,0.104488,0.059290,0.123915,0.859375,3968.480469
155,0.110446,0.110448,0.110448,0.059975,0.123944,0.949219,4039.890625
156,0.106528,0.106551,0.106550,0.057659,0.125030,0.890625,3976.523438
157,0.107401,0.107371,0.107371,0.060192,0.122565,0.925781,4030.222656
158,0.105717,0.105693,0.105693,0.058060,0.119998,0.933594,4029.386719
159,0.103976,0.103971,0.103971,0.059077,0.117292,0.949219,4038.246094
160,0.103129,0.103108,0.103108,0.058883,0.121460,0.859375,3966.164062
161,0.109601,0.109591,0.109591,0.063099,0.120091,0.968750,4071.238281
162,0.108438,0.108423,0.108423,0.060810,0.123156,0.910156,4023.468750
163,0.105703,0.105709,0.105709,0.061009,0.126548,0.945312,4063.109375
164,0.100961,0.100934,0.100934,0.059668,0.270214,0.886719,3887.554688
165,0.106614,0.106577,0.106577,0.064117,0.119267,0.937500,4062.550781
166,0.101819,0.101797,0.101797,0.058070,0.115741,0.917969,4045.808594
167,0.103257,0.103257,0.103257,0.061322,0.142671,0.890625,3993.304688
168,0.108609,0.108580,0.108580,0.059563,0.126889,0.933594,4051.542969
169,0.108726,0.108720,0.108720,0.062535,0.124015,0.902344,3967.011719
170,0.105441,0.105416,0.105416,0.058717,0.125009,0.898438,4006.699219
171,0.103335,0.103302,0.103302,0.058022,0.125912,0.816406,3869.640625
172,0.105307,0.105296,0.105296,0.057393,0.114835,0.898438,4016.171875
173,0.106238,0.106248,0.106248,0.058107,0.118770,0.871094,3977.500000
174,0.100201,0.100192,0.100192,0.055570,0.119322,0.910156,4007.480469
175,0.105508,0.105492,0.105492,0.060522,0.119360,0.902344,3980.332031
176,0.097457,0.097447,0.097447,0.057488,0.115589,0.902344,4001.675781
177,0.101918,0.101906,0.101906,0.061782,0.124070,0.882812,3952.433594
178,0.099640,0.099625,0.099625,0.061108,0.116938,0.859375,3970.085938
179,0.113984,0.113977,0.113977,0.064872,0.124680,0.960938,4047.234375
180,0.105305,0.105298,0.105298,0.063172,0.116021,0.894531,4025.179688
181,0.103973,0.103946,0.103946,0.062164,0.117558,0.878906,3983.800781
182,0.107564,0.107558,0.107558,0.063080,0.121391,0.925781,4027.675781
183,0.110432,0.110437,0.110437,0.061684,0.146989,0.984375,4080.500000
184,0.101706,0.101710,0.101710,0.059058,0.116913,0.929688,4020.691406
185,0.106796,0.106790,0.106790,0.061698,0.134970,0.914062,4041.824219
186,0.095977,0.095928,0.095928,0.058340,0.111748,0.906250,3997.261719
187,0.102798,0.102770,0.102770,0.060840,0.117146,0.921875,4045.832031
188,0.102646,0.102620,0.102620,0.059600,0.117381,0.933594,4055.066406
189,0.105323,0.105323,0.105323,0.058798,0.123094,0.929688,4002.566406
190,0.098489,0.098465,0.098465,0.059309,0.113148,0.894531,4043.960938
191,0.106547,0.106527,0.106527,0.060486,0.117107,0.921875,3983.218750
192,0.103983,0.103955,0.103955,0.063257,0.119413,0.929688,4030.109375
193,0.104758,0.104745,0.104745,0.061691,0.126068,0.953125,4051.226562
194,0.100801,0.100816,0.100816,0.062190,0.127930,0.933594,4019.175781
195,0.107573,0.107543,0.107543,0.062442,0.122509,0.917969,3989.253906
196,0.108431,0.108414,0.108414,0.063029,0.117891,0.882812,4018.324219
197,0.100236,0.100227,0.100227,0.058874,0.113796,0.914062,3996.558594
198,0.096287,0.096250,0.096250,0.056755,0.118395,0.914062,4018.523438
199,0.101378,0.101342,0.101342,0.060161,0.120216,0.917969,4034.316406
200,0.102626,0.102627,0.102627,0.062103,0.122693,0.949219,4052.113281
201,0.110520,0.110543,0.110543,0.062606,0.124082,0.937500,4050.250000
202,0.103035,0.103033,0.103033,0.058450,0.116886,0.917969,3988.250000
203,0.105238,0.105247,0.105247,0.062521,0.116437,0.957031,4081.671875
204,0.104154,0.104137,0.104137,0.061979,0.115404,0.914062,4010.371094
205,0.105987,0.105970,0.105970,0.060150,0.118891,0.960938,4050.828125
206,0.097213,0.097199,0.097199,0.059297,0.114610,0.949219,4069.316406
207,0.113383,0.113376,0.113376,0.061034,0.122852,0.968750,4067.675781
208,0.103394,0.103368,0.103368,0.062512,0.137266,0.906250,3997.625000
209,0.100096,0.100094,0.100094,0.060220,0.113529,0.894531,4025.617188
210,0.101439,0.101428,0.101428,0.062477,0.115169,0.941406,4038.992188
211,0.100495,0.100489,0.100489,0.060920,0.114302,0.882812,3975.398438
212,0.102787,0.102775,0.102775,0.063518,0.125539,0.957031,4081.449219
213,0.105620,0.105624,0.105624,0.062792,0.122252,0.925781,4057.351562
214,0.102017,0.102024,0.102024,0.059043,0.118984,0.882812,3976.445312
215,0.103530,0.103489,0.103489,0.060399,0.123220,0.890625,3979.714844
216,0.096554,0.096559,0.096559,0.059794,0.132471,0.890625,3994.355469
217,0.094165,0.094143,0.094143,0.057606,0.194803,0.949219,4064.171875
218,0.107898,0.107909,0.107909,0.063803,0.127193,0.910156,3959.703125
219,0.098808,0.098780,0.098780,0.060453,0.113069,0.914062,4023.175781
220,0.107277,0.107272,0.107272,0.061735,0.115435,0.933594,4059.828125
221,0.107520,0.107524,0.107524,0.062007,0.121271,0.925781,4033.695312
222,0.110463,0.110437,0.110437,0.063798,0.119545,0.949219,4051.613281
223,0.100293,0.100255,0.100255,0.062094,0.162697,0.921875,4035.156250
224,0.104253,0.104242,0.104242,0.061193,0.146201,0.917969,4020.242188
225,0.103188,0.103189,0.103189,0.061519,0.114350,0.898438,3991.214844
226,0.099812,0.099804,0.099804,0.058521,0.119968,0.914062,3983.984375
227,0.094836,0.094817,0.094817,0.056942,0.106537,0.890625,3981.222656
228,0.103649,0.103640,0.103640,0.059602,0.139538,0.917969,4003.871094
229,0.100279,0.100270,0.100270,0.060155,0.117497,0.902344,4022.488281
230,0.092650,0.092619,0.092619,0.058127,0.109518,0.914062,4022.664062
231,0.106940,0.106931,0.106931,0.065195,0.115595,0.917969,4035.015625
232,0.103760,0.103739,0.103739,0.064409,0.123136,0.878906,3989.675781
233,0.101789,0.101809,0.101809,0.061121,0.119223,0.933594,4003.242188
234,0.099990,0.099983,0.099983,0.058829,0.118929,0.906250,4010.820312
235,0.096614,0.096596,0.096596,0.062884,0.108770,0.945312,4061.308594
236,0.103650,0.103646,0.103646,0.064388,0.118739,0.921875,4019.550781
237,0.103827,0.103861,0.103861,0.060824,0.123804,0.871094,3950.507812
238,0.113061,0.113048,0.113048,0.060014,0.124695,0.933594,4018.683594
239,0.107569,0.107551,0.107551,0.059354,0.123010,0.902344,3981.917969
240,0.106588,0.106585,0.106585,0.061392,0.121143,0.957031,4073.996094
241,0.100363,0.100369,0.100369,0.059697,0.112380,0.953125,4054.875000
242,0.097560,0.097555,0.097555,0.057937,0.111935,0.976562,4088.972656
243,0.102959,0.102947,0.102947,0.060461,0.116117,0.964844,4079.769531
244,0.106283,0.106278,0.106278,0.061525,0.125466,0.894531,3979.984375
245,0.094959,0.094956,0.094956,0.057555,0.109107,0.929688,4023.871094
246,0.101663,0.101646,0.101646,0.058982,0.111366,0.957031,4062.324219
247,0.100612,0.100580,0.100580,0.059611,0.125376,0.886719,4001.863281
248,0.101954,0.101938,0.101938,0.061453,0.120523,0.925781,4030.894531
249,0.108782,0.108790,0.108790,0.064051,0.127007,0.929688,3976.707031
250,0.101618,0.101588,0.101588,0.060605,0.119777,0.988281,4087.574219
251,0.097156,0.097166,0.097166,0.060002,0.112780,0.910156,4011.582031
252,0.103214,0.103235,0.103234,0.061383,0.113714,0.894531,3991.140625
253,0.095636,0.095620,0.095620,0.061116,0.140334,0.894531,4029.628906
254,0.096548,0.096526,0.096526,0.058932,0.111799,0.949219,4055.078125
255,0.109003,0.108997,0.108997,0.065819,0.134859,0.953125,4051.007812
256,0.101437,0.101396,0.101396,0.061505,0.111726,0.953125,4061.496094
257,0.104449,0.104431,0.104431,0.063122,0.120162,0.937500,4029.031250
258,0.104893,0.104886,0.104886,0.062482,0.121089,0.910156,3987.394531
259,0.100177,0.100183,0.100183,0.060819,0.113077,0.957031,4070.757812
260,0.094423,0.094409,0.094409,0.063169,0.112210,0.875000,4006.734375
261,0.097938,0.097925,0.097925,0.060941,0.113077,0.902344,4006.003906
262,0.098955,0.098942,0.098942,0.061852,0.107589,0.957031,4077.699219
263,0.096256,0.096223,0.096223,0.058698,0.118138,0.898438,3991.664062
264,0.110969,0.110952,0.110952,0.064639,0.117315,0.929688,4045.265625
265,0.100977,0.100957,0.100957,0.059489,0.135641,0.914062,4011.230469
266,0.100065,0.100046,0.100046,0.060722,0.116124,0.894531,3976.195312
267,0.108528,0.108508,0.108508,0.064748,0.124340,0.960938,4027.738281
268,0.101325,0.101335,0.101335,0.062467,0.114794,0.878906,3999.160156
269,0.103073,0.103057,0.103057,0.062837,0.120003,0.929688,4021.875000
270,0.103838,0.103830,0.103830,0.062893,0.116610,0.917969,4018.410156
271,0.102163,0.102134,0.102134,0.059911,0.118050,0.937500,4043.015625
272,0.101113,0.101100,0.101100,0.060550,0.121321,0.933594,4035.191406
273,0.103343,0.103319,0.103319,0.060168,0.120043,0.949219,4059.035156
274,0.095961,0.095944,0.095944,0.058879,0.112298,0.914062,3999.800781
275,0.094522,0.094499,0.094499,0.059319,0.110050,0.867188,3938.695312
276,0.107199,0.107187,0.107187,0.065843,0.120003,0.960938,4078.082031
277,0.098453,0.098463,0.098463,0.062104,0.118622,0.890625,3959.160156
278,0.094395,0.094384,0.094384,0.059305,0.114395,0.875000,3976.667969
279,0.098036,0.098033,0.098033,0.061451,0.121479,0.875000,3949.175781
280,0.097617,0.097590,0.097590,0.060296,0.110620,0.953125,4079.085938
281,0.099947,0.099942,0.099942,0.058362,0.111816,0.914062,4007.585938
282,0.092059,0.092052,0.092052,0.059294,0.121389,0.929688,4040.136719
283,0.101803,0.101782,0.101782,0.062342,0.116863,0.925781,4021.152344
284,0.096861,0.096829,0.096829,0.061105,0.110806,0.875000,4009.929688
285,0.107476,0.107463,0.107463,0.063596,0.117139,0.980469,4089.726562
286,0.097519,0.097486,0.097486,0.062673,0.118737,0.914062,3973.992188
287,0.104718,0.104701,0.104701,0.065161,0.114566,0.960938,4065.878906
288,0.104420,0.104415,0.104415,0.064977,0.121221,0.949219,4058.066406
289,0.097863,0.097859,0.097859,0.064367,0.115427,0.949219,4062.660156
290,0.101778,0.101760,0.101760,0.061332,0.113752,0.937500,4032.421875
291,0.101357,0.101335,0.101335,0.063003,0.126904,0.902344,4007.242188
292,0.102411,0.102407,0.102407,0.061580,0.117021,0.914062,3995.402344
293,0.105129,0.105116,0.105116,0.063976,0.121323,0.949219,4058.261719
294,0.096077,0.096095,0.096095,0.056683,0.116916,0.937500,4016.308594
295,0.099248,0.099224,0.099224,0.058620,0.118836,0.894531,3999.515625
296,0.099249,0.099258,0.099258,0.059478,0.184268,0.875000,3973.777344
297,0.101190,0.101200,0.101200,0.061748,0.116950,0.925781,4042.160156
298,0.096864,0.096848,0.096848,0.060011,0.119217,0.851562,3960.687500
299,0.095069,0.095061,0.095061,0.061324,0.120392,0.898438,4002.023438
